iter	Passed	Remaining
196	272	1109
197	274	1111
198	276	1112
199	277	1111
200	278	1108
201	280	1106
202	281	1104
203	282	1102
204	284	1103
205	285	1101
206	286	1099
207	288	1097
208	289	1094
209	290	1093
210	292	1092
211	293	1090
212	294	1088
213	295	1085
214	296	1084
215	298	1082
216	300	1082
217	301	1080
218	302	1079
219	303	1077
220	305	1075
221	306	1073
222	307	1071
223	308	1070
224	310	1068
225	311	1066
226	312	1064
227	313	1062
228	314	1059
229	316	1059
230	317	1057
231	318	1055
232	320	1054
233	321	1052
234	322	1051
235	324	1049
236	325	1047
237	326	1046
238	327	1044
239	329	1043
240	330	1040
241	331	1039
242	332	1036
243	334	1034
244	335	1032
245	336	1031
246	337	1030
247	339	1028
248	340	1026
249	341	1024
250	342	1022
251	343	1020
252	345	1019
253	346	1018
254	347	1016
255	349	1014
256	350	1012
257	351	1010
258	352	1009
259	353	1007
260	355	1005
261	356	1004
262	358	1003
263	359	1002
264	360	1001
265	362	999
266	363	997
267	364	996
268	366	994
269	367	993
270	368	991
271	369	989
272	371	988
273	372	986
274	374	986
275	375	985
276	376	983
277	378	982
278	379	980
279	380	978
280	382	977
281	383	976
282	385	976
283	386	974
284	387	972
285	389	971
286	390	969
287	391	968
288	393	967
289	394	966
290	396	965
291	397	963
292	398	961
293	399	960
294	401	958
295	402	957
296	404	956
297	405	954
298	406	952
299	407	950
300	408	949
301	409	947
302	411	946
303	412	944
304	413	942
305	414	940
306	416	939
307	417	937
308	418	935
309	419	934
310	421	933
311	422	931
312	423	929
313	424	927
314	425	925
315	426	923
316	428	923
317	429	921
318	431	920
319	432	919
320	434	918
321	435	916
322	437	916
323	438	914
324	439	913
325	440	911
326	442	910
327	443	909
328	445	908
329	446	907
330	448	905
331	449	905
332	451	903
333	452	902
334	454	901
335	455	899
336	456	898
337	457	896
338	458	894
339	459	892
340	460	890
341	461	888
342	463	887
343	464	885
344	466	885
345	467	883
346	468	881
347	469	879
348	470	878
349	472	876
350	473	875
351	474	873
352	475	871
353	476	869
354	477	867
355	478	866
356	480	864
357	481	863
358	482	861
359	483	859
360	484	858
361	486	857
362	487	855
363	489	854
364	490	853
365	491	851
366	492	849
367	493	848
368	494	846
369	496	844
370	497	843
371	498	841
372	499	840
373	501	839
374	503	838
375	504	836
376	505	835
377	506	833
378	508	832
379	509	830
380	510	829
381	511	827
382	512	826
383	514	825
384	515	823
385	517	822
386	518	820
387	519	818
388	520	817
389	521	815
390	522	814
391	524	813
392	525	811
393	526	809
394	527	807
395	529	806
396	530	805
397	531	804
398	532	802
399	533	800
400	535	799
401	535	797
402	537	795
403	538	794
404	540	793
405	541	791
406	542	790
407	543	789
408	545	787
409	546	786
410	547	784
411	549	783
412	550	782
413	551	780
414	552	778
415	553	777
416	554	775
417	556	774
418	557	772
419	558	771
420	559	769
421	561	768
422	562	767
423	564	766
424	565	765
425	566	763
426	568	762
427	569	760
428	570	758
429	571	757
430	572	756
431	574	755
432	575	753
433	577	752
434	578	751
435	580	750
436	581	748
437	582	747
438	583	746
439	585	745
440	586	743
441	587	742
442	589	741
443	590	740
444	592	738
445	593	737
446	594	735
447	595	734
448	596	732
449	598	730
450	599	729
451	600	727
452	601	726
453	603	725
454	604	724
455	605	722
456	607	721
457	608	720
458	610	719
459	611	717
460	612	716
461	614	715
462	615	714
463	616	712
464	617	710
465	618	709
466	620	707
467	621	706
468	622	704
469	623	703
470	624	701
471	626	700
472	627	699
473	628	697
474	629	696
475	631	694
476	632	693
477	633	692
478	635	690
479	636	689
480	637	688
481	638	686
482	640	685
483	641	684
484	642	682
485	644	681
486	645	679
487	646	677
488	647	676
489	649	675
490	650	674
491	652	673
492	653	671
493	654	670
494	656	669
495	657	668
496	658	666
497	660	665
498	661	664
499	662	662
500	663	661
501	665	660
502	667	659
503	668	658
504	669	656
505	671	655
506	672	653
507	673	652
508	674	650
509	676	649
510	677	648
511	679	647
512	680	646
513	681	644
514	683	643
515	684	641
516	685	640
517	687	639
518	688	638
519	689	636
520	691	635
521	692	634
522	694	633
523	695	631
524	696	630
525	698	629
526	699	627
527	701	626
528	702	625
529	704	624
530	705	622
531	706	621
532	707	620
533	708	618
534	710	617
535	712	616
536	713	615
537	714	613
538	716	612
539	717	611
540	719	610
541	720	608
542	722	607
543	723	606
544	725	605
545	726	603
546	727	602
547	729	601
548	730	600
549	732	599
550	734	598
551	735	596
552	737	595
553	738	594
554	740	593
555	742	592
556	743	591
557	744	589
558	746	588
559	748	587
560	749	586
561	750	585
562	752	583
563	753	582
564	755	581
565	756	580
566	758	579
567	760	578
568	762	577
569	764	576
570	765	575
571	767	574
572	768	572
573	770	571
574	771	570
575	773	569
576	774	567
577	775	566
578	777	565
579	778	563
580	779	562
581	781	561
582	782	559
583	783	558
584	784	556
585	785	555
586	787	553
587	788	552
588	789	550
589	790	549
590	791	547
591	792	546
592	793	544
593	794	543
594	795	541
595	796	540
596	798	538
597	799	537
598	800	535
599	801	534
600	802	532
601	803	531
602	804	529
603	805	528
604	806	526
605	808	525
606	809	523
607	810	522
608	811	521
609	812	519
610	813	518
611	815	516
612	816	515
613	817	513
614	818	512
615	819	511
616	821	509
617	822	508
618	823	506
619	824	505
620	825	503
621	826	502
622	827	501
623	829	499
624	830	498
625	831	497
626	833	495
627	834	494
628	835	492
629	836	491
630	838	490
631	839	488
632	840	487
633	841	485
634	842	484
635	843	482
636	848	483
637	850	482
638	851	480
639	852	479
640	853	478
641	854	476
642	856	475
643	857	473
644	858	472
645	859	471
646	861	469
647	862	468
648	863	467
649	864	465
650	866	464
651	867	462
652	868	461
653	869	460
654	870	458
655	871	457
656	873	455
657	874	454
658	875	453
659	876	451
660	877	450
661	879	448
662	880	447
663	881	446
664	882	444
665	884	443
666	885	441
667	886	440
668	887	439
669	888	437
670	889	436
671	891	434
672	892	433
673	893	432
674	894	430
675	895	429
676	896	427
677	898	426
678	899	425
679	900	423
680	901	422
681	902	420
682	904	419
683	905	418
684	906	416
685	907	415
686	908	414
687	909	412
688	911	411
689	912	409
690	913	408
691	914	407
692	915	405
693	917	404
694	918	402
695	919	401
696	920	400
697	921	398
698	922	397
699	923	395
700	925	394
701	926	393
702	927	391
703	928	390
704	930	389
705	931	387
706	932	386
707	933	385
708	934	383
709	936	382
710	937	381
711	938	379
712	939	378
713	941	376
714	942	375
715	943	374
716	944	372
717	946	371
718	947	370
719	948	368
720	949	367
721	951	366
722	952	364
723	953	363
724	954	362
725	955	360
726	957	359
727	958	358
728	960	357
729	962	355
730	963	354
731	964	353
732	966	351
733	967	350
734	968	349
735	969	347
736	971	346
737	972	345
738	973	343
739	974	342
740	975	341
741	977	339
742	978	338
743	979	337
744	980	335
745	981	334
746	982	332
747	984	331
748	985	330
749	986	328
750	987	327
751	988	326
752	989	324
753	990	323
754	992	321
755	993	320
756	994	319
757	995	317
758	996	316
759	997	315
760	999	313
761	1000	312
762	1002	311
763	1003	309
764	1004	308
765	1005	307
766	1007	305
767	1008	304
768	1009	303
769	1011	302
770	1012	300
771	1013	299
772	1015	298
773	1016	296
774	1017	295
775	1018	294
776	1020	292
777	1021	291
778	1023	290
779	1024	288
780	1025	287
781	1026	286
782	1027	284
783	1029	283
784	1030	282
785	1031	280
786	1032	279
787	1034	278
788	1035	276
789	1036	275
790	1038	274
791	1039	272
792	1040	271
793	1041	270
794	1043	268
795	1044	267
796	1045	266
797	1046	264
798	1048	263
799	1049	262
800	1050	261
801	1051	259
802	1053	258
803	1054	257
804	1055	255
805	1056	254
806	1057	253
807	1059	251
808	1060	250
809	1061	249
810	1062	247
811	1064	246
812	1065	245
813	1066	243
814	1067	242
815	1068	241
816	1070	239
817	1071	238
818	1072	237
819	1073	235
820	1075	234
821	1076	233
822	1077	231
823	1078	230
824	1079	229
825	1080	227
826	1082	226
827	1083	225
828	1084	223
829	1085	222
830	1086	220
831	1087	219
832	1088	218
833	1090	216
834	1091	215
835	1092	214
836	1093	212
837	1094	211
838	1095	210
839	1097	208
840	1098	207
841	1100	206
842	1101	205
843	1102	203
844	1104	202
845	1105	201
846	1106	199
847	1107	198
848	1109	197
849	1110	195
850	1111	194
851	1112	193
852	1113	191
853	1115	190
854	1116	189
855	1117	187
856	1118	186
857	1119	185
858	1121	184
859	1122	182
860	1123	181
861	1124	180
862	1125	178
863	1126	177
864	1127	176
865	1129	174
866	1130	173
867	1131	172
868	1132	170
869	1134	169
870	1135	168
871	1136	166
872	1137	165
873	1139	164
874	1140	162
875	1141	161
876	1142	160
877	1144	158
878	1145	157
879	1146	156
880	1147	155
881	1148	153
882	1150	152
883	1151	151
884	1153	149
885	1155	148
886	1156	147
887	1157	146
888	1158	144
889	1159	143
890	1161	142
891	1162	140
892	1163	139
893	1164	138
894	1166	136
895	1167	135
896	1168	134
897	1170	132
898	1171	131
899	1173	130
900	1174	129
901	1175	127
902	1176	126
903	1177	125
904	1178	123
905	1180	122
906	1181	121
907	1182	119
908	1183	118
909	1184	117
910	1185	115
911	1186	114
912	1188	113
913	1189	111
914	1190	110
915	1191	109
916	1192	107
917	1193	106
918	1195	105
919	1196	104
920	1197	102
921	1198	101
922	1199	100
923	1200	98
924	1202	97
925	1203	96
926	1204	94
927	1206	93
928	1207	92
929	1208	90
930	1209	89
931	1211	88
932	1212	87
933	1213	85
934	1215	84
935	1216	83
936	1217	81
937	1219	80
938	1220	79
939	1221	77
940	1223	76
941	1224	75
942	1225	74
943	1226	72
944	1227	71
945	1229	70
946	1230	68
947	1231	67
948	1232	66
949	1234	64
950	1235	63
951	1236	62
952	1237	61
953	1239	59
954	1240	58
955	1241	57
956	1242	55
957	1243	54
958	1245	53
959	1246	51
960	1247	50
961	1248	49
962	1250	48
963	1251	46
964	1252	45
965	1253	44
966	1255	42
967	1256	41
968	1257	40
969	1258	38
970	1260	37
971	1261	36
972	1263	35
973	1264	33
974	1265	32
975	1267	31
976	1268	29
977	1269	28
978	1270	27
979	1272	25
980	1273	24
981	1274	23
982	1275	22
983	1276	20
984	1278	19
985	1279	18
986	1280	16
987	1281	15
988	1282	14
989	1283	12
990	1284	11
991	1285	10
992	1287	9
993	1288	7
994	1289	6
995	1290	5
996	1291	3
997	1293	2
998	1294	1
999	1295	0
